CSDUID,CSDNAME,full_time_medium_income,average_household_size,%_low_income,total_dwelling_count,dwelling_need_regular_or_minor_repair,dwelling_need_major_repair,%_in_core_housing_need_owner,%_in_core_housing_need_tenant
1103068,Victoria,x,3,x,30,30,0,0,...
1201001,Barrington,46000,2,16,3025,2735,290,6,20
1201004,Clark's Harbour,43600,2,20,365,320,45,11,25
1201006,Shelburne,46800,2,19,2060,1920,135,6,26
1201008,Shelburne,49200,2,26,795,710,80,10,22
1201009,Lockeport,49200,2,21,235,200,35,11,44
1202001,Argyle,50800,2,14,3455,3105,345,8,20
1202004,Yarmouth,50400,2,15,4430,3900,530,2,8
1202006,Yarmouth,41600,2,28,3260,2965,295,3,13
1202040,Yarmouth 33,x,3,x,65,65,0,...,...
1203001,Clare,48800,2,18,3605,3250,355,5,13
1203004,Digby,45200,2,24,3430,2890,540,8,16
1203006,Digby,43600,2,31,1030,925,100,14,29
1203009,Bear River (Part) 6,x,3,x,55,55,0,...,...
1204001,Medway River 11,x,x,x,x,x,x,x,x
1204009,Ponhook Lake 10,x,x,x,x,x,x,x,x
1204010,Queens,44800,2,21,4975,4360,620,4,17
1204015,Wildcat 12,x,3,x,15,15,0,...,...
1205001,"Annapolis, Subd. D",47200,2,19,1365,1215,155,10,16
1205002,Bear River (Part) 6,x,x,x,x,x,x,x,x
1205004,"Annapolis, Subd. A",42400,2,24,2885,2510,370,11,27
1205006,Bear River 6B,x,x,x,x,x,x,x,x
1205008,Annapolis Royal,77000,2,26,320,280,40,17,21
1205009,"Annapolis, Subd. B",48400,2,23,2060,1810,250,10,22
1205014,"Annapolis, Subd. C",50000,2,17,2300,2045,255,9,34
1205016,Middleton,48800,2,27,920,815,110,4,33
1206001,Lunenburg,53600,2,15,11500,10415,1090,7,27
1206004,Bridgewater,52800,2,19,4260,3900,360,5,27
1206006,Lunenburg,60000,2,17,1090,1010,80,3,5
1206008,Mahone Bay,52400,2,19,520,490,30,6,36
1206009,Chester,52800,2,17,5030,4560,465,7,22
1206011,Gold River 21,x,3,x,30,30,0,...,...
1206014,Pennal 19,x,x,x,x,x,x,x,x
1206016,New Ross 20,x,x,x,x,x,x,x,x
1207001,"Kings, Subd. A",55200,2,15,9460,8705,755,3,11
1207002,Annapolis Valley First Nation,46400,2,20,320,290,30,...,...
1207004,Berwick,49600,2,17,1045,990,55,0,25
1207011,"Kings, Subd. C",52400,2,16,3795,3565,230,4,20
1207012,Kentville,55600,2,15,2955,2730,230,3,20
1207016,"Kings, Subd. B",50000,2,17,5185,4705,480,3,15
1207021,"Kings, Subd. D",51200,2,14,2290,2085,205,4,8
1207024,Wolfville,54400,2,20,2440,2280,160,2,12
1207027,Glooscap 35,x,3,x,45,40,0,...,...
1208003,West Hants,54400,2,15,8375,7500,870,4,22
1208008,East Hants,59200,2,10,9385,8635,750,4,14
1208014,Indian Brook 14,54000,3,25,1100,785,315,...,...
1209019,Cole Harbour 30,x,2,x,130,130,0,...,...
1209034,Halifax,62400,2,12,190505,178390,12115,5,22
1209037,Beaver Lake 17,x,x,x,x,x,x,x,x
1209038,Sheet Harbour 36,x,x,x,x,x,x,x,x
1209800,Wallace Hills 14A,x,x,x,x,x,x,x,x
1210001,"Colchester, Subd. C",54000,2,13,5320,4835,485,4,17
1210002,Stewiacke,56400,2,16,720,645,70,0,18
1210003,Millbrook 27,41200,3,34,330,300,35,...,...
1210006,Truro,48800,2,20,6350,5815,530,4,22
1210008,"Colchester, Subd. B",54400,2,14,8700,8030,670,3,15
1210012,"Colchester, Subd. A",53600,2,17,1645,1500,145,8,17
1211001,"Cumberland, Subd. A",50800,2,27,1585,1375,210,9,29
1211006,"Cumberland, Subd. B",48400,2,21,2995,2580,420,11,26
1211009,"Cumberland, Subd. C",54800,2,15,2525,2295,225,5,9
1211011,Amherst,46400,2,22,4480,3940,540,4,23
1211012,Oxford,53600,2,23,530,465,65,9,30
1211014,"Cumberland, Subd. D",49200,2,19,2020,1825,200,8,19
1212001,"Pictou, Subd. A",56000,2,14,2800,2555,245,7,18
1212004,Pictou,47600,2,20,1450,1300,145,0,14
1212006,"Pictou, Subd. B",55200,2,13,2630,2410,225,3,5
1212008,Westville,52400,2,18,1565,1405,155,0,20
1212009,Stellarton,55200,2,17,1880,1685,195,2,14
1212011,"Pictou, Subd. C",54400,2,14,3720,3320,395,3,6
1212014,New Glasgow,52400,2,20,4445,4015,435,2,16
1212016,Trenton,52400,2,19,1090,900,190,3,13
1212019,Fisher's Grant 24,38800,3,18,155,105,50,...,...
1212023,Merigomish Harbour 31,x,x,x,x,x,x,x,x
1213001,St. Mary's,44000,2,21,1050,905,145,10,25
1213004,Guysborough,55600,2,24,2220,1965,255,10,33
1213008,Mulgrave,61200,2,20,290,245,45,0,56
1214001,"Antigonish, Subd. A",62800,2,10,3775,3545,230,1,5
1214002,Antigonish,56400,2,22,2205,2065,140,0,10
1214006,"Antigonish, Subd. B",56000,2,13,2595,2425,170,6,33
1214010,Paqtnkek-Niktuek No. 23,29600,3,39,135,95,40,...,...
1215001,"Inverness, Subd. C",58400,2,14,1435,1290,145,5,36
1215002,Port Hawkesbury,57200,2,18,1415,1305,110,4,14
1215005,Malagawatch 4,x,x,x,x,x,x,x,x
1215006,"Inverness, Subd. B",58400,2,15,2160,1970,195,7,23
1215008,Whycocomagh 2,35200,3,30,265,195,70,...,...
1215011,"Inverness, Subd. A",52000,2,15,2395,2135,260,8,22
1216001,"Richmond, Subd. C",50400,2,17,1450,1305,145,5,19
1216006,"Richmond, Subd. A",55200,2,17,1735,1575,155,3,24
1216011,"Richmond, Subd. B",49600,2,20,775,690,90,10,31
1216014,Chapel Island 5,42800,3,24,135,110,30,...,...
1217008,Membertou 28B,44400,3,31,410,350,55,...,...
1217020,Eskasoni 3,41600,3,39,1080,875,205,...,...
1217030,Cape Breton,54000,2,17,42315,38385,3925,4,19
1218001,"Victoria, Subd. B",55600,2,13,1860,1655,210,8,19
1218003,Wagmatcook 1,29200,3,34,200,150,50,...,...
1218006,"Victoria, Subd. A",57200,2,17,1215,1105,115,7,29
1301001,Saint Martins,48800,2,16,555,520,30,0,0
1301002,St. Martins,x,2,17,140,120,15,0,0
1301004,Simonds,52400,3,10,1585,1500,90,1,0
1301006,Saint John,51200,2,18,31825,28930,2890,4,14
1301016,Musquash,63200,2,9,530,500,30,0,0
1302001,Grand Manan,x,2,x,50,40,10,0,...
1302004,Campobello Island,56800,2,17,425,380,40,8,0
1302006,West Isles,53200,2,18,345,340,10,0,0
1302008,Lepreau,58800,2,11,385,335,50,0,0
1302011,Pennfield,56400,2,13,955,865,90,4,0
1302012,Blacks Harbour,45200,2,18,385,340,45,5,0
1302014,Clarendon,x,2,x,50,45,0,0,...
1302016,Saint George,51200,2,12,1045,955,95,4,0
1302018,St. George,49600,2,13,695,660,40,6,38
1302021,Saint Patrick,46800,2,18,315,285,30,0,...
1302024,Saint Andrews,57600,2,9,270,250,25,0,...
1302026,Saint Andrews,58000,2,14,925,845,75,6,13
1302028,Saint Croix,60000,2,14,275,255,20,0,0
1302031,Dufferin,85000,2,8,230,205,20,0,...
1302034,Saint Stephen,52400,2,17,705,620,85,5,0
1302037,St. Stephen,48000,2,21,2075,1845,225,4,13
1302039,Saint James,42000,2,18,450,395,55,8,0
1302042,Saint David,42800,2,17,655,580,75,7,0
1302044,Dumbarton,56400,2,22,155,150,0,0,...
1302052,Grand Manan,57200,2,13,1180,1035,145,7,20
1303001,Blissville,55600,2,14,335,290,45,7,0
1303004,Gladstone,40800,2,17,205,185,20,0,0
1303005,Tracy,51600,2,14,255,190,55,9,...
1303006,Fredericton Junction,48800,2,12,290,245,45,9,42
1303008,Lincoln,53600,2,7,3090,2880,205,3,17
1303011,Burton,55600,3,6,2005,1855,150,1,0
1303012,Oromocto,64000,3,5,3665,3455,205,0,4
1303013,Oromocto 26,35600,3,13,110,90,15,...,...
1303014,Sheffield,56800,2,19,390,365,30,9,0
1303016,Maugerville,55600,3,8,715,645,65,0,0
1303018,Northfield,53200,2,17,265,230,30,6,0
1304001,Petersville,52000,2,10,305,265,40,0,0
1304004,Gagetown,55600,2,12,155,130,30,0,0
1304005,Gagetown,58800,2,12,330,310,15,9,0
1304006,Hampstead,44000,2,25,155,130,20,0,...
1304008,Wickham,40400,2,20,190,175,15,12,...
1304011,Cambridge,50400,2,14,255,210,45,15,...
1304013,Cambridge-Narrows,52000,2,20,295,250,45,9,0
1304014,Johnston,51600,2,24,330,270,60,14,0
1304016,Brunswick,x,2,x,100,90,10,0,...
1304018,Waterborough,50000,2,15,405,335,70,8,0
1304021,Canning,57200,2,16,510,455,60,7,0
1304022,Minto,50000,2,22,1045,925,115,11,28
1304024,Chipman,57600,2,19,455,400,55,10,0
1304025,Chipman,57200,2,23,605,510,90,10,15
1305001,Hammond,48800,2,23,135,125,10,0,0
1305004,Upham,51600,3,16,550,490,60,0,0
1305006,Hampton,62400,3,9,1165,1055,115,4,0
1305007,Hampton,66000,3,9,1740,1605,130,2,16
1305008,Rothesay,67000,3,7,150,150,0,0,...
1305011,Westfield,57600,2,11,875,820,55,4,0
1305014,Kingston,56000,2,11,1350,1245,110,4,0
1305015,Grand Bay-Westfield,67500,3,7,1965,1850,115,2,24
1305016,Norton,64500,3,13,530,495,35,0,0
1305018,Norton,51600,3,16,545,465,80,4,0
1305021,Sussex,50400,2,13,1055,950,100,3,0
1305022,Sussex,46000,2,23,2065,1950,115,2,13
1305023,Sussex Corner,52800,2,11,650,615,40,0,0
1305024,Waterford,41200,2,12,205,200,0,0,...
1305026,Cardwell,51600,2,17,620,535,85,6,0
1305028,Havelock,44400,2,20,440,375,65,6,0
1305031,Studholm,51200,3,16,1425,1335,95,2,0
1305034,Springfield,49600,2,13,655,605,55,5,0
1305036,Kars,54400,2,20,130,120,0,0,...
1305038,Greenwich,48000,2,17,480,430,50,0,0
1305045,Rothesay,73000,2,7,4875,4590,280,2,15
1305057,Quispamsis,76000,3,5,6855,6590,260,2,13
1306001,Hopewell,50000,2,20,280,240,40,0,0
1306003,Riverside-Albert,39200,2,24,135,115,25,0,0
1306004,Harvey,50000,2,20,190,160,35,0,...
1306006,Alma,58400,2,7,130,120,10,0,...
1306007,Alma,x,x,x,x,x,x,x,x
1306008,Elgin,47200,2,22,485,415,70,7,0
1306011,Hillsborough,55200,2,15,610,515,100,6,0
1306014,Coverdale,55600,3,10,1870,1735,130,3,0
1306020,Riverview,54800,2,9,8650,8265,385,2,16
1306025,Hillsborough,51200,2,15,555,525,35,5,27
1307001,Westmorland,45600,2,14,415,370,40,0,0
1307002,Port Elgin,49600,2,23,165,125,40,0,67
1307004,Botsford,46400,2,18,545,500,40,7,0
1307005,Beaubassin East / Beaubassin-est,56000,2,9,2855,2665,185,2,10
1307007,Cap-Pelé,50400,2,12,1010,970,40,4,21
1307008,Sackville,56000,2,13,495,440,60,7,0
1307009,Sackville,56400,2,16,2690,2485,200,1,10
1307011,Dorchester,46000,2,21,200,165,35,9,...
1307012,Dorchester,54000,2,20,205,145,55,0,0
1307013,Memramcook,56800,2,9,2080,1945,135,5,22
1307014,Fort Folly 1,x,x,x,x,x,x,x,x
1307016,Shediac,57600,2,11,2300,2095,200,3,9
1307019,Moncton,58000,3,8,4190,3895,295,3,16
1307022,Moncton,52800,2,15,35120,33095,2025,4,17
1307024,Salisbury,46400,3,14,1350,1245,110,2,0
1307028,Salisbury,51200,2,13,970,890,80,5,16
1307029,Petitcodiac,48400,2,15,610,560,50,0,18
1307045,Dieppe,63600,2,9,11570,11155,415,2,12
1307052,Shediac,55200,2,13,3290,3175,120,4,10
1308001,Dundas,56000,2,10,1905,1775,130,3,12
1308002,Cocagne,54400,2,12,1215,1130,80,0,0
1308003,Buctouche 16,x,2,x,40,35,0,...,...
1308004,Wellington,48800,2,13,1455,1330,125,3,0
1308005,Bouctouche,50800,2,17,1095,1000,90,4,18
1308006,Saint Mary,51200,2,15,840,800,40,0,0
1308007,Saint-Antoine,56400,2,11,765,710,60,0,20
1308008,Saint-Paul,43200,2,16,370,325,50,0,0
1308010,Harcourt,x,2,24,140,130,10,15,...
1308012,Huskisson,x,x,x,x,x,x,x,x
1308014,Weldford,49600,2,21,620,505,115,10,0
1308015,Richibucto 15,35200,3,28,765,415,345,...,...
1308016,Richibucto,53200,2,17,945,865,80,5,0
1308017,Rexton,49600,2,14,410,390,20,6,24
1308018,Richibucto,41600,2,25,650,585,65,0,24
1308019,Saint-Charles,44800,2,15,915,825,90,4,21
1308020,Indian Island 28,x,3,x,45,25,20,...,...
1308021,Saint-Louis,42400,2,13,750,700,45,3,0
1308022,Saint-Louis de Kent,38400,2,26,435,395,45,0,36
1308024,Acadieville,45600,2,18,335,305,30,5,0
1308026,Carleton,52400,2,19,370,325,45,6,38
1309001,Hardwicke,52400,2,17,1010,905,110,6,23
1309004,Glenelg,49200,2,15,655,595,60,0,0
1309006,Chatham,59200,2,13,215,205,15,0,...
1309010,Renous 12,x,x,x,x,x,x,x,x
1309011,Derby,61200,2,12,410,380,30,0,0
1309014,Nelson,58000,2,13,405,385,15,0,0
1309016,Rogersville,54000,2,20,490,425,65,12,0
1309017,Rogersville,50400,2,27,545,510,35,9,21
1309018,Blackville,53600,2,19,825,765,65,11,0
1309019,Blackville,60400,2,13,380,345,35,0,0
1309021,Blissfield,46400,2,24,220,180,40,0,...
1309022,Doaktown,43600,2,26,410,350,55,15,39
1309023,Red Bank 4,39200,2,26,190,140,45,...,...
1309026,Southesk,58800,2,14,720,670,50,0,0
1309027,Upper Miramichi,48400,2,23,960,820,140,9,23
1309028,Northesk,52400,2,14,970,875,90,0,22
1309031,Newcastle,52400,2,18,490,445,45,4,0
1309033,Big Hole Tract 8 (North Half),x,x,x,x,x,x,x,x
1309034,Big Hole Tract 8 (South Half),x,x,x,x,x,x,x,x
1309035,Eel Ground 2,39600,2,33,235,170,65,...,...
1309036,Alnwick,44800,2,18,1620,1470,150,0,0
1309038,Neguac,54400,2,17,720,665,55,5,26
1309044,Esgenoôpetitj 14,32800,3,18,455,340,120,...,...
1309047,Tabusintac 9,x,x,x,x,x,x,x,x
1309050,Miramichi,57600,2,15,7990,7360,630,1,9
1310001,New Maryland,59600,3,4,1045,995,50,3,0
1310002,New Maryland,73000,3,3,1530,1460,70,1,20
1310004,Manners Sutton,54000,2,12,850,805,45,0,0
1310005,Harvey,48400,2,15,185,180,10,0,0
1310006,McAdam,41200,2,21,535,450,85,17,0
1310007,McAdam,x,2,x,35,35,0,0,...
1310008,North Lake,x,2,22,140,115,20,0,...
1310011,Canterbury,58800,2,21,245,235,0,0,...
1310012,Canterbury,39200,2,18,145,140,10,0,0
1310013,Meductic,x,2,x,100,100,0,0,...
1310014,Dumfries,62800,2,10,185,170,15,0,...
1310016,Prince William,50800,2,15,475,415,55,9,0
1310017,Hanwell,69000,3,7,1800,1695,105,4,0
1310018,Kingsclear,68000,3,7,1085,1015,70,2,0
1310019,Kingsclear 6,34400,3,29,195,150,45,...,...
1310021,Queensbury,57600,2,15,540,510,25,5,0
1310024,Southampton,52800,2,18,645,575,70,6,0
1310025,Millville,48400,2,17,155,145,10,0,0
1310026,Bright,53200,3,13,1345,1200,145,6,0
1310028,Douglas,53200,3,10,2270,2035,235,4,13
1310031,Saint Marys,59200,3,9,1955,1785,165,4,26
1310032,Fredericton,58400,2,14,28480,26690,1785,3,17
1310034,Devon 30,34400,3,23,360,305,50,...,...
1310036,Stanley,47200,2,20,385,320,70,12,0
1310037,Stanley,49200,2,23,165,150,10,0,67
1310054,Nackawic,67000,2,14,425,380,45,0,43
1311001,Richmond,49200,3,15,535,480,55,7,30
1311004,Woodstock,48400,3,11,890,810,75,5,15
1311005,Woodstock 23,36400,3,20,170,135,40,...,...
1311006,Woodstock,48800,2,20,2485,2285,205,1,7
1311008,Northampton,50400,3,12,725,680,45,4,17
1311011,Brighton,48000,2,20,675,605,75,9,24
1311012,Hartland,51600,2,13,370,355,20,0,24
1311014,Wakefield,47600,2,12,1135,1045,90,0,0
1311018,Wilmot,44400,2,16,420,365,60,7,0
1311019,Centreville,50000,2,18,260,255,0,0,41
1311021,Simonds,48000,2,13,200,190,10,0,0
1311024,Peel,52000,2,17,485,450,35,7,21
1311026,Aberdeen,54000,2,20,395,310,85,9,0
1311027,Florenceville-Bristol,62400,2,13,685,665,20,6,14
1311028,Kent,44800,2,15,855,775,75,6,0
1311030,Bath,40800,2,26,200,180,20,14,0
1311031,Wicklow,47600,3,14,625,545,80,10,0
1312001,Andover,45600,2,21,370,325,45,0,0
1312002,Aroostook,43200,2,16,150,145,10,0,0
1312004,Perth,48000,2,18,460,395,60,6,0
1312006,Perth-Andover,45600,2,23,745,685,65,0,26
1312007,Tobique 20,36800,3,24,410,200,215,...,...
1312008,Gordon,58000,2,19,695,620,75,5,0
1312009,Plaster Rock,49600,2,24,475,435,40,12,29
1312011,Lorne,43600,2,23,190,175,10,0,...
1312014,Denmark,55200,2,21,620,565,55,11,0
1312016,Grand Falls,50400,2,15,455,405,45,10,20
1312019,Grand Falls / Grand-Sault,51200,2,19,2495,2350,150,0,9
1312021,Drummond,52000,2,13,865,820,50,4,0
1312023,Drummond,53600,2,20,325,285,40,9,0
1313002,Saint-André,49200,2,17,755,680,75,7,21
1313004,Saint-Léonard,58800,2,14,360,325,30,0,0
1313006,Saint-Léonard,57200,2,17,565,520,45,4,18
1313008,Notre-Dame-de-Lourdes,42400,2,15,115,105,15,14,...
1313011,Sainte-Anne,46400,2,18,435,405,30,6,0
1313012,Sainte-Anne-de-Madawaska,48800,2,22,415,370,45,8,22
1313014,Rivière-Verte,50800,2,20,360,345,15,0,0
1313015,Rivière-Verte,48800,2,19,320,290,25,0,0
1313018,Saint-Basile,48000,2,16,315,295,25,0,...
1313020,St. Basile 10,50800,2,19,180,175,0,...,...
1313022,Saint-Joseph,50400,2,12,675,645,35,0,0
1313024,Saint-Jacques,50400,2,14,715,655,55,0,0
1313027,Edmundston,53200,2,17,7705,7155,555,1,8
1313028,Madawaska,x,x,x,x,x,x,x,x
1313031,Haut-Madawaska,45600,2,14,1655,1545,110,2,12
1313037,Lac Baker,50400,2,12,335,315,20,0,0
1314001,Durham,42400,2,33,470,380,90,16,0
1314003,Colborne,x,2,23,135,115,15,0,...
1314004,Charlo,57200,2,10,630,610,25,0,0
1314005,Balmoral,65000,3,17,120,105,10,0,...
1314006,Balmoral,51200,2,11,715,660,55,0,0
1314008,Dalhousie,50400,2,13,500,475,25,0,0
1314010,Eel River 3,41600,2,23,150,110,40,...,...
1314011,Eel River Crossing,48000,2,16,840,765,75,3,0
1314012,Addington,41200,2,16,325,290,40,0,0
1314013,Atholville,47600,2,15,1490,1405,85,2,9
1314014,Campbellton,46000,2,25,3255,2990,265,3,11
1314015,Tide Head,62400,2,5,420,395,30,0,0
1314016,Eldon,44800,2,22,310,280,35,9,0
1314017,Dalhousie,43200,2,19,1525,1370,150,1,10
1314020,Kedgwick,51200,2,19,935,875,60,7,27
1314021,Saint-Quentin,52800,2,14,635,595,40,4,0
1314022,Saint-Quentin,52000,2,17,980,925,55,7,18
1314025,Belledune,43600,2,25,690,615,70,7,25
1314026,Indian Ranch,x,3,x,50,45,0,...,...
1315002,Tracadie,48400,2,17,7115,6530,585,1,6
1315006,Allardville,46800,2,20,880,765,115,0,0
1315008,Bathurst,54000,2,13,2105,1960,140,1,0
1315010,Pabineau 11,x,2,x,60,40,15,...,...
1315011,Bathurst,54000,2,20,5820,5395,430,1,9
1315012,Beresford,52800,2,13,2670,2450,225,2,6
1315013,Pointe-Verte,56000,2,16,400,355,45,0,0
1315014,Petit-Rocher,50800,2,17,890,855,35,0,8
1315015,Beresford,56000,2,14,2010,1870,145,2,0
1315016,New Bandon,45200,2,18,585,495,85,4,0
1315017,Saint-Léolin,46400,2,24,305,265,40,12,0
1315019,Paquetville,40000,2,24,1040,935,110,9,27
1315020,Paquetville,57600,2,18,340,310,30,8,39
1315021,Saint-Isidore,41600,2,24,610,540,60,14,23
1315022,Saint-Isidore,51200,2,14,370,330,35,7,21
1315024,Inkerman,46000,2,17,1035,940,95,4,15
1315026,Caraquet,47200,2,17,600,540,65,9,0
1315027,Bas-Caraquet,42400,2,17,615,555,60,0,0
1315028,Caraquet,56000,2,14,1990,1865,125,1,7
1315029,Shippagan,48400,2,17,2250,2020,225,3,0
1315030,Le Goulet,34800,2,11,325,295,25,0,0
1315031,Shippagan,49200,2,18,1200,1105,95,0,11
1315032,Lamèque,46800,2,17,575,545,35,6,24
1315033,Sainte-Marie-Saint-Raphaël,64500,2,22,390,365,25,4,0
1315036,Bertrand,44000,2,18,580,525,55,4,27
1315037,Nigadoo,47600,2,14,435,415,25,0,0
1315038,Grande-Anse,52000,2,21,355,330,25,0,20
1315040,Maisonnette,44000,2,25,280,260,25,8,0
2401023,Les Îles-de-la-Madeleine,54800,2,10,5580,5060,520,1,4
2401042,Grosse-Île,91000,2,10,250,225,20,0,0
2402005,Percé,47600,2,18,1550,1395,160,0,0
2402010,Sainte-Thérèse-de-Gaspé,46400,2,14,475,420,55,4,0
2402015,Grande-Rivière,44400,2,16,1640,1485,160,2,4
2402028,Chandler,53200,2,15,3575,3240,335,0,9
2402047,Port-Daniel--Gascons,56400,2,16,1080,970,110,10,12
2402902,Mont-Alexandre,x,x,x,x,x,x,x,x
2403005,Gaspé,54400,2,12,6780,6300,485,1,5
2403010,Cloridorme,52800,2,22,315,305,15,0,0
2403015,Petite-Vallée,x,2,x,75,55,20,0,...
2403020,Grande-Vallée,53200,2,12,530,505,30,0,27
2403025,Murdochville,50400,2,14,330,290,35,17,0
2403902,Rivière-Saint-Jean,x,x,x,x,x,x,x,x
2403904,Collines-du-Basque,x,x,x,x,x,x,x,x
2404005,Sainte-Madeleine-de-la-Rivière-Madeleine,54000,2,28,165,125,40,25,0
2404010,Saint-Maxime-du-Mont-Louis,38800,2,19,500,440,65,11,25
2404015,Mont-Saint-Pierre,x,2,x,95,70,20,0,...
2404020,Rivière-à-Claude,x,2,x,80,65,15,0,...
2404025,Marsoui,47600,2,21,145,120,20,0,0
2404030,La Martre,x,2,x,85,65,20,27,...
2404037,Sainte-Anne-des-Monts,49200,2,18,3030,2815,220,2,8
2404047,Cap-Chat,49200,2,21,1225,1135,90,0,0
2404902,Mont-Albert,x,2,x,95,80,15,0,...
2404904,Coulée-des-Adolphe,x,x,x,x,x,x,x,x
2405010,Shigawake,60400,2,22,140,125,20,0,0
2405015,Saint-Godefroi,38000,2,16,195,170,30,15,0
2405020,Hope Town,53200,2,18,135,120,20,17,0
2405025,Hope,50000,2,17,300,270,30,0,0
2405032,Paspébiac,50400,2,15,1410,1310,100,0,0
2405040,New Carlisle,52000,2,18,600,545,60,11,27
2405045,Bonaventure,51600,2,13,1315,1200,115,0,0
2405050,Saint-Elzéar,44000,2,16,190,160,30,21,0
2405055,Saint-Siméon,52800,2,13,575,545,35,7,0
2405060,Caplan,44800,2,15,920,865,55,7,14
2405065,Saint-Alphonse,46000,2,14,315,310,0,0,0
2405070,New Richmond,52800,2,14,1715,1545,170,0,3
2405077,Cascapédia--Saint-Jules,47200,2,10,355,325,35,0,0
2405902,Rivière-Bonaventure,x,2,x,x,x,x,x,x
2406005,Maria,56400,2,10,1165,1110,55,0,0
2406013,Carleton-sur-Mer,53200,2,13,2015,1910,110,0,3
2406020,Nouvelle,49200,2,15,845,800,45,4,22
2406025,Escuminac,52400,2,18,250,200,55,0,40
2406030,Pointe-à-la-Croix,56000,2,20,640,580,60,0,13
2406035,Ristigouche-Partie-Sud-Est,x,2,x,75,70,0,0,...
2406040,Saint-André-de-Restigouche,x,2,x,65,65,0,0,...
2406045,Matapédia,53200,2,19,305,275,35,0,29
2406050,Saint-Alexis-de-Matapédia,35600,2,18,255,240,15,8,0
2406055,Saint-François-d'Assise,44400,2,20,325,280,40,12,0
2406060,L'Ascension-de-Patapédia,x,2,x,90,70,25,0,0
2406802,Gesgapegiag,38800,3,15,240,175,65,...,...
2406804,Listuguj,x,x,x,x,x,x,x,x
2406902,Rivière-Nouvelle,x,x,x,x,x,x,x,x
2406904,Ruisseau-Ferguson,x,x,x,x,x,x,x,x
2407005,Sainte-Marguerite-Marie,x,2,x,75,70,10,0,0
2407010,Sainte-Florence,45200,2,27,185,170,20,0,63
2407018,Causapscal,49200,2,21,1060,985,80,7,11
2407025,Albertville,x,2,x,110,95,15,0,...
2407030,Saint-Léon-le-Grand,40800,2,20,410,385,25,4,0
2407035,Saint-Zénon-du-Lac-Humqui,36000,2,26,190,165,30,21,...
2407040,Sainte-Irène,69500,2,11,155,135,20,0,0
2407047,Amqui,54000,2,16,2845,2735,115,0,7
2407057,Lac-au-Saumon,53600,2,13,605,550,60,8,9
2407065,Saint-Alexandre-des-Lacs,52000,2,19,135,125,0,0,0
2407070,Saint-Tharcisius,36400,2,22,190,175,20,0,0
2407075,Saint-Vianney,53600,2,29,215,215,0,0,0
2407080,Val-Brillant,46800,2,14,430,385,45,15,0
2407085,Sayabec,59200,2,20,815,750,60,7,15
2407090,Saint-Cléophas,42000,2,20,155,130,30,0,0
2407095,Saint-Moïse,44800,2,18,270,230,40,14,0
2407100,Saint-Noël,44800,2,23,195,180,15,0,0
2407105,Saint-Damase,52000,2,19,195,180,15,0,...
2407902,Routhierville,x,x,x,x,x,x,x,x
2407904,Rivière-Vaseuse,x,x,x,x,x,x,x,x
2407906,Rivière-Patapédia-Est,x,x,x,x,x,x,x,x
2407908,Lac-Casault,x,x,x,x,x,x,x,x
2407910,Ruisseau-des-Mineurs,x,x,x,x,x,x,x,x
2407912,Lac-Alfred,x,x,x,x,x,x,x,x
2407914,Lac-Matapédia,x,x,x,x,x,x,x,x
2408005,Les Méchins,49600,2,25,530,470,55,15,21
2408010,Saint-Jean-de-Cherbourg,x,2,x,70,65,10,0,0
2408015,Grosses-Roches,32400,2,29,205,180,25,15,0
2408023,Sainte-Félicité,49200,2,19,505,460,45,0,0
2408030,Saint-Adelme,67000,2,14,235,215,20,0,0
2408035,Saint-René-de-Matane,54400,2,18,475,395,80,0,0
2408040,Sainte-Paule,x,2,x,125,105,15,0,...
2408053,Matane,50800,2,17,6995,6540,460,1,7
2408065,Saint-Léandre,43600,2,17,185,175,0,0,0
2408073,Saint-Ulric,60800,2,13,780,715,65,0,0
2408080,Baie-des-Sables,54000,2,13,280,245,35,0,0
2408902,Rivière-Bonjour,x,x,x,x,x,x,x,x
2409005,La Rédemption,38000,2,26,180,165,20,9,...
2409010,Saint-Charles-Garnier,x,2,x,100,85,10,0,...
2409015,Les Hauteurs,27000,2,22,200,175,25,17,0
2409020,Sainte-Jeanne-d'Arc,x,2,x,110,100,0,0,...
2409025,Saint-Gabriel-de-Rimouski,44800,2,19,520,470,50,5,21
2409030,Saint-Donat,50400,2,11,425,370,55,0,0
2409035,Sainte-Angèle-de-Mérici,52000,2,18,455,395,60,15,24
2409040,Padoue,x,2,17,100,95,0,0,...
2409048,Métis-sur-Mer,44800,2,23,300,250,50,15,0
2409055,Saint-Octave-de-Métis,49200,2,17,215,185,30,0,60
2409060,Grand-Métis,x,2,x,105,95,10,0,...
2409065,Price,43600,2,19,760,705,55,7,23
2409070,Saint-Joseph-de-Lepage,57600,3,11,230,225,0,0,0
